id,title,path,class,tags,links,content,create_time,update_time
37e23505-d4e2-4b22-9c56-07885afa4b5d,2024-06-24,/Users/Shared/obsidian-storage/master/<9> void/2024-06-24.md,реализация,реализация,2024-06-24; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
### Tasks
```tasks
(due on or after 2024-06-24) AND (starts on or before 2024-06-24)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2024-06-24
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
Поспал три часа. Ужас просто, на самом деле. Еле встал с утра. Особо даже не поел.
Пришёл на смену к восьми. Приняли с [[человек.туркинбоев_диёрбек|Диором]] поставку - объяснил мне, что и где нужно принимать.
Потом отъехал сделать медкнижку. Врачи прям на отъебись работают. Много нерусских. Забавно, что лучше всех работают охранники, направляющие по кабинетам.
Забавно: одна из врачей сказала, что я очень красивый и спросила про национальность. Похоже, вопрос про национальнойсть у хачей какой-то классический. Начинает надоедать, на самом деле.
Диор на смене потом взбесил. Постоянно смотрит, что я и как делаю, что дичайше напрягает. Объяснений он не понял. У меня возникает ощущение, если честно, что я тупею рядом с ними. В напарницы бы мне на постоянку [[человек.асекова_чынара|Чынару]], и я бы горя не знал.
К вечеру вымотался. Приехала [[человек.иванов_дмитрий|обезьяна]]. Радует то, что осталось пару дней его терпеть.
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2024-06-24"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2024-06-24"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2024-06-24"")
```
```dataview
LIST
WHERE contains(file.name,""анализ.2024-06-24"")
```",2024-06-24 00:00:00,2025-05-16 00:00:00
589b0f3c-a406-4819-815b-cc9ae60b24fc,Netip,/Users/Shared/obsidian-storage/master/<9> void/go.конспект.пакеты.стандартные%.net%.netip.md,саморазвитие,саморазвитие,2024-04-12; 2025-05-16; go#Go; go.конспект.пакеты#Пакеты; go.конспект.пакеты.стандартные%.net#Net,,2024-04-12 00:00:00,2025-05-16 00:00:00
e789eb20-423e-4e3d-901b-7f2cacbe944a,Второй,/Users/Shared/obsidian-storage/master/<9> void/сон.2024-01-21.<2>.md,духовность,духовность,2024-01-21; 2025-05-16; сон#Сон; 2024-01-21#2024-01-21; сон#Сон,"[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OOI#OOI|OOI]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.OI#OI|OI]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OOO#OOO|OOO]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.OI#OI|OI]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Командой приходим в какое-то административное здание. Я ещё новичок, так что многого не знаю. Сбор назначили в определённой части здания. Долго не мог понять, куда мне нужно идти. Нашёл нужный мне лифт. Спустился на нужный этаж и дошёл до комнаты сбора. Все были в другой униформе: я пришёл в рубашке, а все были в рабочей. Ушёл переодеваться. Набрёл на какой-то концертный зал. Там были какие-то актёрские пробы. Одной девушке (похожа на овечку киндред из LOL; по поведению скорее Титанда из Хёки) не хватало пары. Я вызвался помочь (хотя, скорее, она была настолько настырна, что я не смог отказать)",2024-01-21 00:00:00,2025-05-16 00:00:00
d6aafaab-ae83-4c47-b4a5-8fcd76375a30,2024-08-27,/Users/Shared/obsidian-storage/master/<9> void/2024-08-27.md,реализация,реализация,2024-08-28; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
### Tasks
```tasks
(due on or after 2024-08-27) AND (starts on or before 2024-08-27)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2024-08-27
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
Позднова-то встал. Сходили с [[человек.пономарёв_артём_андреевич|Артёмом]] в Метрополис. Встретили [[человек.дьяченко_елизавета_александровна|Лизу]] и [[человек.пермяков_герман_алексеевич|Германа]]. Попробовал блинчики в Теремке - неплохо. Он купил себе планшет. Весь вечер и ночь игрался.
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2024-08-27"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2024-08-27"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2024-08-27"")
```
```dataview
LIST
WHERE contains(file.name,""анализ.2024-08-27"")
```",2024-08-28 00:00:00,2025-05-16 00:00:00
1c8189b1-1e9d-4c2c-8eec-6b481d0ac3f1,2024-04-30,/Users/Shared/obsidian-storage/master/<9> void/2024-04-30.md,реализация,реализация,2024-05-06; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"```tasks
(due on or after 2024-04-30) AND (starts on or before 2024-04-30)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2024-04-30
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2024-04-30"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2024-04-30"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2024-04-30"")
```
```dataview
LIST
WHERE contains(file.name,""анализ.2024-04-30"")
```",2024-05-06 00:00:00,2025-05-16 00:00:00
81c7ffd8-d278-4923-b12a-18ccbd4990f0,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2023-03-20.<1>.md,духовность,духовность,2024-05-06; 2025-05-16; сон#Сон; 2023-03-20#2023-03-20; сон#Сон,"Сняли с девочками целый бассейн, чтобы отдохнуть.
}",2024-05-06 00:00:00,2025-05-16 00:00:00
d03b24bc-ecd6-4a0a-adeb-228eb18a76b1,Unicode,/Users/Shared/obsidian-storage/master/<9> void/it.unicode.md,саморазвитие,саморазвитие,2024-04-13; 2025-05-16; it#It; it#It; it#It,"Стандарт кодирования символов, включающий в себя знаки почти всех письменных языков мира.
[Сайт.](https://home.unicode.org)",2024-04-13 00:00:00,2025-05-16 00:00:00
c8fd3834-1481-4086-95a8-445f2d2fe480,Третий,/Users/Shared/obsidian-storage/master/<9> void/сон.2024-06-13.<3>.md,духовность,духовность,2024-06-15; 2025-05-16; сон#Сон; 2024-06-13#2024-06-13; сон#Сон,Закупился с [[человек.пономарёв_артём_андреевич|Артёмом]] в Перекрёстке.,2024-06-15 00:00:00,2025-05-16 00:00:00
0988cdfd-3935-4a3f-bcca-5c2f57135aa0,2025-04-30,/Users/Shared/obsidian-storage/master/<9> void/2025-04-30.md,реализация,реализация,2025-04-30; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
### Tasks
```tasks
(due on or after 2025-04-30) AND (starts on or before 2025-04-30)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2025-04-30
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
Ничего особенного, доделал [[дринкит.тб.ипр.видосы|задания с видосами]] [[дринкит.тб.ипр|ИПР]] на тренера. После немного посрались с [[человек.кузьмина_мария|Машей]]. Минимально поиграл в геншин, сходили с [[человек.пономарёв_артём_андреевич|Арти]] в кфц. И плюс минус всё.
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2025-04-30"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2025-04-30"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2025-04-30"")
```
```dataview
LIST
WHERE contains(file.name,""анализ.2025-04-30"")
```",2025-04-30 00:00:00,2025-05-16 00:00:00
b4dc9ae1-3a43-47f5-bdc9-fe418b1419ac,Флегматик,/Users/Shared/obsidian-storage/master/<9> void/психология.темпераменты.флегматик.md,саморазвитие,саморазвитие,2024-01-17; 2025-05-16; психология#Психология; психология.темпераменты#Темпераменты; психология.темпераменты#Темпераменты,,2024-01-17 00:00:00,2025-05-16 00:00:00
cc0cb375-55a7-438e-b7c5-f1af562de54c,Расчёской,/Users/Shared/obsidian-storage/master/<9> void/алгоритмы.сортировки.расчёской.md,саморазвитие,саморазвитие,2024-03-29; 2025-05-16; алгоритмы#Алгоритмы; алгоритмы.сортировки#Сортировки; алгоритмы.сортировки#Сортировки,,2024-03-29 00:00:00,2025-05-16 00:00:00
e41feaf1-332c-4dc6-80b2-7f9ae8da5baa,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2022-12-03.<1>.md,духовность,духовность,2024-02-06; 2025-05-16; сон#Сон; 2022-12-03#2022-12-03; сон#Сон,"[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.IIO#IIO|IIO]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.IO#IO|IO]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Каминский
Смутно. Но помню, что гулял. Дошёл до места с небом: всё небо в облаках по сюжету, и только в одном месте с особого ракурса видно небо - участок около частного дома в поле. Оно было невероятно красивым. Столько звёзд, такая яркость. Было видно млечный путь. Потом на меня напали собаки хозяйки. Сначала она держала их на поводке, а потом она пропала, а собаки оказались привязаны к столбу около дома. Как будто сама реальность в этот момент изменилась. После этого приехал к бабушке, «поплавал» в воздухе.
Странный сон. Этот образ снится далеко не в первый раз. Точно помню, что место с небом уже снилось не раз. Да и приезд кажется сильно знакомым.
![[telegram-cloud-photo-size-2-5215586479722578799-y.jpg]]",2024-02-06 00:00:00,2025-05-16 00:00:00
40090b8e-b270-49ca-989d-993b87f8d955,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2022-09-10.<1>.md,духовность,духовность,2024-01-27; 2025-05-16; сон#Сон; 2022-09-10#2022-09-10; сон#Сон,"[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OIO#OIO|OIO]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.II#II|II]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Был бесячий парень - [[человек.биский_артём|Биский]]. Кирилл был, ключ был, поездка",2024-01-27 00:00:00,2025-05-16 00:00:00
d065fe9c-06a4-47a0-bcce-018b4a337014,Введение В Obsidian,/Users/Shared/obsidian-storage/master/<9> void/obsidian.введение_в_obsidian.md,личное,личное,2024-01-25; 2025-05-16; obsidian#Obsidian; obsidian#Obsidian; obsidian#Obsidian,"## ![[obsidian.введение_в_obsidian.структура_хранилища#Структура хранилища|Структура хранилища]]
## ![[obsidian.введение_в_obsidian.синтаксис#Синтаксис|Синтаксис]]
## ![[obsidian.введение_в_obsidian.плагины#Плагины|Плагины]]
## ![[obsidian.введение_в_obsidian.ведение_заметок#Ведение заметок|Ведение заметок]]
## ![[obsidian.введение_в_obsidian.типы_заметок#Типы заметок|Типы заметок]]",2024-01-25 00:00:00,2025-05-16 00:00:00
6bb04b4e-ea8c-4a0c-83e7-10a6d2abe1f7,Третий,/Users/Shared/obsidian-storage/master/<9> void/сон.2023-01-09.<3>.md,духовность,духовность,2024-02-21; 2025-05-16; сон#Сон; 2023-01-09#2023-01-09; сон#Сон,"[Сон:: [[drems.Интересные#Интересные|Интересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OII#OII|OII]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.OO#OO|OO]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Древнее здание в английском стиле, в лианах
Вследствие каких-то событие в ходе службы в организации становлюсь полупризраком каким-то. По вайбу воспринимал себя примерно как Джек из Хранителей Снов. Мог становиться невоспринимаемым для людей, летать, проходить сквозь стены.
Летал по больнице. Увидел девочку лет пяти, что потерялась. Помог ей найти маму.
После этого полетел к какому-то заброшенному парку аттракционов, где когда-то был в детстве:
Мне снился когда-то давно сон, где этот парк в рассвете ""сил"", и мы гуляем там с мамой. Нотки ностальгии с каплей горя по прошлому.
Встречаю какую-то семью, которые меня почему-то видят. Прекрасно проводим время в заброшенном парке.",2024-02-21 00:00:00,2025-05-16 00:00:00
8b1d2834-0ec3-411d-ab05-8f70d3c24e9f,2022-10-02,/Users/Shared/obsidian-storage/master/<9> void/2022-10-02.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2022-10-02) AND (starts on or before 2022-10-02)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-10-02
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2022-10-02"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2022-10-02"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2022-10-02"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2022-10-02"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
f06bca58-f82e-4312-9828-374780fb5574,2022-12-16,/Users/Shared/obsidian-storage/master/<9> void/2022-12-16.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2022-12-16) AND (starts on or before 2022-12-16)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-12-16
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2022-12-16"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2022-12-16"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2022-12-16"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2022-12-16"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
4c3b00f7-e45f-48d5-9d6f-be8d995b2cea,Jpeg,/Users/Shared/obsidian-storage/master/<9> void/go.конспект.пакеты.стандартные%.image%.jpeg.md,саморазвитие,саморазвитие,2024-04-12; 2025-05-16; go#Go; go.конспект.пакеты#Пакеты; go.конспект.пакеты.стандартные%.image#Image,,2024-04-12 00:00:00,2025-05-16 00:00:00
20205eaf-3b90-46fd-be80-6afba06e2ab9,Второй,/Users/Shared/obsidian-storage/master/<9> void/сон.2023-11-06.<2>.md,духовность,духовность,2024-05-10; 2025-05-16; сон#Сон; 2023-11-06#2023-11-06; сон#Сон,"#Персонаж_Марат - гг, 20 лет
#OOI #OI
Играю в новую часть FNAF. Не могу выйти из игры",2024-05-10 00:00:00,2025-05-16 00:00:00
b24b7283-ef77-4ec2-833d-9f6c23154d45,2023-12-16,/Users/Shared/obsidian-storage/master/<9> void/2023-12-16.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2023-12-16) AND (starts on or before 2023-12-16)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2023-12-16
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2023-12-16"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2023-12-16"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2023-12-16"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2023-12-16"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
ea8c7939-e741-4538-ba77-054949ff5da0,Третий,/Users/Shared/obsidian-storage/master/<9> void/сон.2024-01-17.<3>.md,духовность,духовность,2024-01-23; 2025-05-16; сон#Сон; 2024-01-17#2024-01-17; сон#Сон,"[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.неизвестный#Неизвестный|Неизвестный]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Весь сон - эмоции [[человек.куликова_алёна_павловна|Алёны]] по поводу сложившейся ситуации. Переживания, волнения, непонимание. При этом какая-то странная нежность и тепло.",2024-01-23 00:00:00,2025-05-16 00:00:00
1bc6da44-83af-4e47-b720-10ed13e29641,Первая,/Users/Shared/obsidian-storage/master/<9> void/мысль.2022-10-12.<1>.md,духовность,духовность,2024-02-17; 2025-05-16; мысль#Мысль; 2022-10-12#2022-10-12; мысль#Мысль,"В последнее время почему-то очень плохо запоминаются сны. Раньше такой проблемы не было. Помню очень абстрактные образы, которые и формализовать никак нельзя. Подбешивает. Помню, что происходило что-то глобальное, но что именно, нет.
В последние месяцев пять вообще складывается такое ощущение, что во снах как будто другую жизнь проживаешь. Особенно, если вспоминать сны с младшей сестрой. Слишком в них уж явно чувствуется линия сюжета из сна в сон.",2024-02-17 00:00:00,2025-05-16 00:00:00
